编号,标题,年份,封面,导演,编剧,主演,类型,上映日期,国家地区,语言,时长,别名,互联网电影数据库,评分,评分人数,五星,四星,三星,两星,一星,标记,简介
3399553,空之境界,2009,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2202703811.jpg,,奈须蘑菇,坂本真绫,动画,2009/8/8, 日本, 日语,122, 空之境界电影版7：杀人考察(后) / Gekijô ban Kara no kyôkai: Satsujin kôsatsu / Chapter7 The Garden of Sinners - not nothing heart,tt1345776,8.9,14056,59.6,29.1,9.9,0.9,0.5,空の境界/动画/剧场版/日本/日本动画/空之境界/动漫/type-moon,1999年2月，杀人鬼回来了！\n                                    \n                                　　1995年在日本发生的连续猎奇杀人事件，因嫌疑人遇到车祸住院而草草结案。如今疯狂的犯罪再次出现，恐怖的气氛来袭，原嫌疑人的嫌疑被洗清，到底谁才是这一系列事件的凶手？\n                                    \n                                　　解决都市不可思议事件的伽蓝堂的成员开始展开调查，两仪式准备以自己的匕首结束这一切。但决战之前，黑桐干也发现犯人居然是自己旧日所识！\n                                    \n                                　　在友情与正义相混淆的世界中，干也到底要如何抉择？\n                                    \n                                　　日本同人小说最高境界《空之境界》全七章动画化，本作为第七章电影版。
3399559,南极料理人,2009,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p575432919.jpg,冲田修一,冲田修一,堺雅人,喜剧,2009/8/8, 日本, 日语,125, The Chef of South Polar / Nankyoku ryorinin,tt1345728,8.2,56682,31.1,51.3,16.5,1,0.2,日本/美食/堺雅人/日本电影/喜剧/温情/2009/电影,本片改编自曾任日本南极观测队厨师的西村淳根据自身经历创作的散文集《有趣的南极料理人》。本是海员厨师的西村淳（堺雅人 饰）被派往冰天雪地的南极圆顶富士基地为七名考察队员担任厨师，妻子（西田尚美 饰）只好独自抚养8岁的女儿和刚出生不久的幼子。在冰天雪地的南极寒地，吃，是考察队七位成员——冰河学助手川村泰士（高良健吾 饰）、气象学家平林雅彦（小浜正宽 饰）、通讯员西平亮（黑田大辅 饰）、医生福田正志（丰原功补 饰）、气象学家兼队长金田浩（古关安广 饰）、机师御子柴健（古馆宽治 饰）和冰河学家本山秀行（生濑胜久 饰）——枯燥生活中的最大乐趣。西村淳想尽办法烹饪各种各样的美味料理，而围绕着吃，八个寂寞的男人也演出无数令人忍俊不禁的生活趣事。\n                                    \n                                　　本片获日本横滨电影节最佳男主角奖（堺雅人）。
3399850,最后的旅程,2009,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p452867757.jpg,葛兰迪·伊文,麦克·古德根,雨果·维文,剧情,2009/7/2, 澳大利亚, 英语,96,,tt1235142,7.8,3800,21,50.5,26.6,1.8,0.1,澳大利亚/亲情/公路/澳大利亚电影/剧情/父亲/最后的旅程/2009,荒凉的澳大利亚原野，一条笔直漫长的空旷公路，一对关系疏离的父子在路上。父亲凯文（雨果·维文 Hugo Weaving饰），一位暴戾而又邋遢的中年男人带着他十岁大的儿子楚克（汤姆·拉塞尔 Tom Russell饰）踏上了这条亡命之旅。为了逃避一起犯罪事件，凯文铤而走险地选择了负罪潜逃。置身澳大利亚寂寥荒芜的沙漠与荒原，两父子不仅要为了生存而与一切未知因素进行抗衡和斗争，更要面对时而紧密时而对立的父子关系。面临着生死攸关的两难抉择，他们正走向未知的明天。\n                                    \n                                　　由葛兰迪·伊文执导的影片《最后的旅程》改编自澳洲文学大奖小说。
3401409,好雨时节,2009,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p465526682.jpg,许秦豪,许秦豪,高圆圆,剧情,2009/10/8, 韩国 , 汉语普通话 ,100, 成都，我爱你（上） / 好雨知时节 / A Good Rain Knows / Good Rain Knows When to Come / Season of Good Rain,tt1477859,6.4,23230,6.7,24.8,51.4,14.4,2.7,爱情/高圆圆/郑宇成/文艺/成都/韩国/许秦豪/中国,韩国年轻帅气的小伙子东河（郑宇成 饰）来到中国四川成都出差，他的好朋友在机场接待了他。两人相约去杜甫草堂碰面。然而，东河来此是为了看望相恋的中国同学五月（高圆圆 饰），后者目前在旅行社从事导游工作。这次相遇，让两人的心再次碰撞出爱情的火花。他们回忆着生日派对的誓言、彼此亲昵的举动，甚至是关于自行车的留恋，但是两人却给出了不同的版本。他们相约在雨夜，共同品尝中国的菜肴。然而，当他对她主动作出爱的表白时，她却左躲右闪。由于公司安排，东河要离开中国。在雨中，他挽着她的手翩翩起舞，但是气氛似乎显得过于沉静，以至于他开始怀疑自作动情。但是，一场机场送别却让两人重新敞开了心扉……\n                                    \n                                　　本片又名《成都，我爱你》（上），由曾执导《八月照相馆》、《春逝》的韩国著名导演许秦豪操刀。还有一部《成都，我爱你》（下），由崔健、谭维维主演。
3401684,至暗之时,2011,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1354958367.jpg,克里斯·格拉克,乔·斯派茨,埃米尔·赫斯基,剧情,2011/12/25, 美国, 英语 ,89, 世纪末光煞(港) / 黑暗時刻(台) / 最黑暗的小时 / 最黑暗的时刻,tt1093357,5.4,7320,2.9,12.1,45.2,30.8,9,科幻/美国/外星人/惊悚/2011/美国电影/灾难/电影,西恩（埃米尔·赫斯基 Emile Hirsch 饰）和本（麦克思·明格拉 Max Minghella 饰）是两个来自美国软件工程师，因为新开发了一款软件，跑去莫斯科谈生意，晚上去酒吧找乐，遇到从美国跑来旅游的娜塔莉（奥莉薇·瑟尔比 Olivia Thirlby 饰）和安（瑞切尔·泰勒 Rachael Taylor 饰），四个人调情玩乐，却遇上天降白光，大地浩劫，原来是以能量场形态出现的外星人入侵莫斯科，碰触的瞬间就能让任何生命体灰飞烟灭。四个美国年轻人及时藏身，夜晚来临后试图逃出一片涂炭的红场，他们发现电可以感应外星人存在，又找到一位在家里布上电磁阵的极客老头。大家齐心协力，试图找到所有幸存者，利用电磁学知识，对外星人反戈一击……
3401751,嘿咻卡,2011,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1068630026.jpg,彼得·法雷里,彼得·法雷里,欧文·威尔逊,喜剧,2011/2/25, 美国, 英语,111, 放风通行证(台) / 偷情许可证,tt0480687,5.9,7465,3.4,15.7,56.8,20.7,3.4,喜剧/美国/美国电影/搞笑/2011/爱情/美式喜剧/OwenWilson,《嘿咻卡》出自专攻低速喜剧和厕所幽默的法拉利兄弟之手。Hall Pass是在美国和加拿大，学生使用的一种“特权卡”。当在上课或者是在讲座中，如果有特殊情况就可使用这种卡片就可以临时走出教室。\n                                    \n                                　　里奇（欧文·威尔逊 Owen Wilson 饰）与弗雷德（杰森·苏戴奇斯 Jason Sudeikis 饰）是一对非常要好的朋友。他们虽有稳定的婚姻，但总也免不了幻想一番艳遇，对来来往往的女性充满了幻想。二人的老婆想出一个大胆的招数，给他们一个星期的特权，让他们放风一周，绝不过问他们的生活。当拿到七天的“嘿咻卡”后两人觉得美梦终于成真，和几位已婚的朋友过上了梦想中的生活。但是这样的自由快乐单生活却又带来始料未及的难过与痛苦。原来自由自在的生活一点也没有家庭生活愉快。发现了这些的里奇和弗雷德恍然大悟，开始拼命向家庭回归……
3402101,危情谍战,2010,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1525174932.jpg,詹姆斯·曼高德,,汤姆·克鲁斯,动作,2010/7/6, 美国, 英语,109, 骑士出任务(台) / 恋战特务王(港) / 骑士与白天 / 侠骨柔情 / 维奇塔 / Knight & Day / Wichita,tt1013743,6.8,47789,8.2,33.3,48.8,8.4,1.3,动作/汤姆·克鲁斯/美国/喜剧/TomCruise/美国电影/CameronDiaz/爱情,平凡无奇的美女汽车修理师茱恩·哈文斯（卡梅隆·迪亚茨 Cameron Diaz 饰）如何也想不到，她回家的路途竟会变得如此漫长而险象环生。最初，她一波三折登上了开往家乡波士顿的神秘航班，机上乘客寥寥，茱恩与在机场有过短暂接触并拥有迷人气质的陌生男子罗伊·米勒（汤姆·克鲁斯 Tom Cruise 饰）相谈甚欢。看起来一段浪漫美好的旅途恋情即将展开，谁知短短几分钟过后，机舱便被恐怖肃杀的氛围所替代。除罗伊外，所有乘客和飞行员全部毙命。原来罗伊的正体是一名训练有素、身手不凡的特工，他持有一枚重要的电池，而这也成为一众叛徒特工不择手段急于得手的主要原因。\n                                    \n                                　　茱恩也许猜对了结局，却根本没有猜到过程。在接下来的日子里，她将和罗伊上天入地、周游世界，享受枪林弹雨、血雨腥风旅途中的浪漫与惊险……
3406467,电影就是电影,2008,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166630729.jpg,张勋,金基德,苏志燮,动作,2008/9/11, 韩国, 韩语,113, 酷大佬与串打星(港) / A Movie Is a Movie / Rough Cut,tt1345734,7.5,14755,16.9,45.1,33.9,3.6,0.5,苏志燮/韩国电影/韩国/动作/金基德/姜志焕/电影就是电影/2008,在社团前途一片大好的姜培（苏志燮 饰）却有一个想要成为演员的想法，这个念头也让他日渐想摆脱社团黑暗的日子。动作明星苏达（姜志焕 饰）总是在电影里扮演流氓，厌倦虚构的情节的他总希望成为真正身手厉害的人物。在拍摄动作场面时，把两个跟自己配戏的演员打得住了医院。偶然的一天，苏达碰到了要求自己给签名的姜培，流氓和演员就这样相遇了。苏达向姜培提出希望由他来继续出演这部电影的请求。面对这样的机会，姜培愉快地答应了，但是提出在影片中要所有的打斗场面都是真实展示。在电影的拍摄过程总，姜培越来越享受当演员的感觉，对于角色把握得十分到位。而目睹了姜培在拍摄电影时出色发挥的苏达也产生了新的想法，似乎对演员这样身份产品了厌恶感……
3412830,狄仁杰之通天帝国,2010,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2166635320.jpg,徐克,张家鲁,刘德华,动作,2010/9/5, 中国大陆 , 汉语普通话 ,123, 通天神探狄仁杰 / Detective Dee and the Mystery of the Phantom Flame,tt1123373,6.5,187290,5.3,28.3,53.3,11.2,1.9,香港/动作/悬疑/2010/古装/武侠/中国/电影,http://site.douban.com/108331/ 狄仁杰之通天帝国豆瓣小站\n                                        \n                                    　　武则天（刘嘉玲 饰）登基之前，修建了高达三百尺的通天浮屠。竣工之前，却先后发生命案：工部侍郎贾颐、大理寺卿薛勇（刘金山 饰）相继自焚而亡。监工沙陀（梁家辉 饰）称此二人因动通天柱之灵符而遭天谴。大理寺少卿裴东来（邓超 饰）、武后贴身侍卫上官静儿（李冰冰  饰）奉命调查，但国师陆离却指点此案需狄仁杰（刘德华 饰）查办。武后下旨，入狱八年的狄仁杰获释任钦差负责此案，却遭刺客袭击。所幸其早有防备，加之上官静儿陪护，得以脱身。狄仁杰排除了怀疑对象琅琊王李宵（姚鲁 饰），并拒绝了其对抗武后之约。狄仁杰发现，死者身中赤焰金龟之毒，遂带领裴东来、上官静儿夜访鬼市，希望从昔日太医汪驴口中获得真相，不想遭遇埋伏，疑似国师显身，杀手集结，令三人难以脱身。然而，一番缠斗之后，案情似乎有...
3412882,窃听风云,2009,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1839391107.jpg,麦兆辉,庄文强,刘青云,动作,2009/7/24, 香港 , 粤语 ,100, Overheard,tt1349853,7.5,198641,12.3,52.4,32.8,2.2,0.3,香港/警匪/犯罪/剧情/悬疑/2009/帅哥/好戏推荐,情报科窃听小组三兄弟情同手足，梁俊义（刘青云 饰）正直而又懦弱，在个人感情问题上托泥带水；杨真（古天乐 饰）家境窘困，不仅要应付身患白血病儿子的随时可能出现的突发情况，而且自己也病入膏肓，命不久矣；林一祥（吴彦祖 饰）年轻有为，满怀雄心，如今又“嫁入豪门”，前途不可限量。\n                                    \n                                　　三兄弟在负责调查上市公司“风华国际”涉嫌内幕交易案起始，通力合作，出色的完成了布置各种偷听及监视仪器的工作。在继续的监听过程中意外获得一则情报，巨额利润诱惑之下，三人遂起贪念，在风起云涌的股市大赚一笔。事后三人又恐事情败露，利用职务之便销毁罪证。\n                                    \n                                　　正当三人以为这件事平息之际，却不曾想风云再起，一只意想不到的黑手往他们袭来，三人陷入劫境，连遭杀戮，最终悲情收场。\n                                    \n                                　　“三大型男”挑战极限，两大班底（《无间道》、《门徒》）共同打造，一段悲情感人至深。
3415993,巨人捕手杰克,2013,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1858018022.jpg,布莱恩·辛格,达伦·莱姆克,尼古拉斯·霍尔特,剧情,2013/3/1, 美国, 英语,114, 杰克：巨魔猎人(港) / 杰克：巨人战纪(台) / 巨人杀手杰克 / 杰克和巨人 / 杰克与巨人,tt1351685,6.2,32894,4.2,19.5,58.2,15.6,2.4,美国/魔幻/奇幻/冒险/童话/2013/电影/科幻,曾几何时，云端的巨人依靠通天豆荚来至大地，他们横行肆虐，吞噬人类，祸害无边。多亏勇敢机敏的埃里克国王将巨人赶回老家，巨人的传说从此越传越神，流传甚广。自幼深深为巨人故事所吸引的穷人家青年杰克（尼古拉斯·霍尔特 Nicholas Hoult 饰）进城买马，偶然遭遇一名被皇家卫队追捕的僧侣，他更在慌乱中用马换了对方手中的豆荚。夜幕降临，暴雨突至，不愿将毕生幸福付与他人的公主伊莎贝尔（艾莉诺·汤姆林森 Eleanor Tomlinson 饰）趁乱出走，辗转来到杰克家中避雨。正当他们聊天之际，被雨水浸透的豆荚突然发芽，豆茎疯长，直达天际，将困在屋中的公主带入云端。\n                                    \n                                　　为了找回公主，杰克自愿加入国王组建的营救队伍，等待他们的却是耳熟能详的传说里的巨人……
3418187,克洛伊,2009,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p768098371.jpg,阿托姆·伊戈扬,艾琳·克雷斯达·威尔森,朱丽安·摩尔,剧情,2009/9/13, 美国 , 英语,96, 色破孽缘(港) / 色，诱(台),tt1352824,7.4,43378,13.6,46.2,36.8,3.1,0.3,美国/爱情/剧情/AmandaSeyfried/JulianneMoore/美国电影/同性/LiamNeeson,事业有成、家庭幸福的女医生凯瑟琳（朱利安·摩尔 Julianne Moore 饰），总是被诊所楼下的一个应召女郎牵绊着目光。音乐教授戴维（连姆·尼森 Liam Neeson 饰）生日当晚错过凯瑟琳准备的惊喜派对，第二天凯瑟琳又看到丈夫手机里收到学生发给他的暧昧短信，一切似乎验证了凯瑟琳长期以来对于丈夫不忠的怀疑。为了证实自己的猜测，凯瑟琳雇佣应召女郎克洛伊（阿曼达·塞弗里德 Amanda Seyfried 饰）去考验丈夫。在克洛伊向凯瑟琳的汇报里，关于她与戴维的交往细节令凯瑟琳感觉到极度伤心，被背叛和失落的情绪笼罩的凯瑟琳和克洛伊发生一夜情。凯瑟琳在外过夜的事情令戴维极为不悦，在夫妻二人争吵的过程中，面对妻子对于自己不忠的指控，戴维坚决否认。三人之间的关系扑朔迷离，凯瑟琳的家庭遭受严重危机……
3418436,异常,2009,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p739836656.jpg,白石晃士,白石晃士,长泽筑实,犯罪,2009/1/17, 日本, 日语,73, Grotesque,tt1352369,5.7,3081,7.9,17,41.5,22.2,11.5,日本/变态/血腥/恐怖/Cult/日本电影/惊悚/恐怖电影,供职于同一家公司的和男（川連廣明 饰）与亚纪（長澤つぐみ 饰）彼此互有好感，但因性格内向的原因他们始终不曾开口提起。在一次咖啡馆的约会中，两人经过一番试探，终于确立了恋爱关系。然而恋情刚刚展开，恐怖的噩梦旋即而至。在回家的路上，他们被一神秘男子（大迫茂生 饰）袭击，随即遭到绑架。\n                                    \n                                　　当两人从昏迷中醒来时，发现自己置身一间昏暗阴森的斗室中，四肢被紧紧固定，而那个神秘男子则面色阴沉地瞪着他们。在接下来的日子里，他们遭受到难以想象的凌辱与折磨，逃出去的办法只有一个，那就是让这个变态的恶魔感到终极的满足……\n                                    \n                                　　本片在英国禁映，未分级DVD也在英国停止发售。
3419943,无声婚礼,2008,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2287838763.jpg,霍拉蒂乌·马拉埃雷,霍拉蒂乌·马拉埃雷,梅达·安德列亚·维克托,喜剧,2008/11/21, 罗马尼亚 , 罗马尼亚语,87," 安静的婚礼 / Silent Wedding / Au diable Staline, vive les mariés !",tt1194620,8.7,7931,45.8,42.9,10.1,0.9,0.3,罗马尼亚/政治/罗马尼亚电影/爱情/黑色幽默/剧情/容易忽略的佳作/2008,故事发生在1953年的9月罗马尼亚的一个小村庄里，兰库（亚力山德鲁·波托西恩 Alexandru Potocean 饰）和玛拉（Meda Victor 饰）即将迎来他们盛大的婚礼，这一对男女是如此的相爱，除了做爱与结为夫妻，他们似乎再也无法找到什么更好的方式来传递他们的感情。然而，就在这大喜之时，传来了独裁者斯大林去世的消息，为了表达对他的祭奠，兰库和玛拉被告知他们必须取消婚礼。\n                                    \n                                　　对于兰库和玛拉来说，一个无关紧要的人的死亡怎么能够阻挡他们的爱情？一场无声婚礼应运而生，这里的无声代表了彻底的静默，没有语言，亦没有碰撞，拉扯，咀嚼所带来的任何声响。对强权和独裁的反抗带给了村民们久违的快乐，却也让这特殊的婚礼最终演变成为了一场葬礼。
3420455,大电影2.0：两个傻瓜的荒唐事,2007,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2458690128.jpg,刘晓光,刘晓光,郭涛,喜剧,2007/12/21, 中国大陆, 汉语普通话,97, 大电影2 / Two Stupid Eggs,tt1119166,5.7,24254,3.2,16.4,50.6,23.1,6.8,喜剧/黑色幽默/中国电影/大陆/中国/搞笑/大电影/2007,文耀（郭涛 饰）四十岁了，还和老婆小鱼（刘心悠 饰）租房子住，整天为了房租推销他的书《新婚指南》，活得有点窝囊。\n                                    \n                                　　某天，文耀突发奇想，准备把《新婚指南》拍成DVD，自己当导演，找来女演员美凤（谢娜 饰）试镜，谁知美凤却透露了试镜的片段，断章取义放在了网络上，令文耀因为“潜规则”名噪一时，他的电影也歪打正着地找到了投资商。\n                                    \n                                　　正在文耀找到了业余演员燕子（姚晨 饰）和阿毛（李灿森 饰），准备大干一场的时候，后院起火，老婆小鱼知道了文耀“潜规则”的事情，闹得不可开交，一边是违约的赔款，一边是老婆离婚的威胁，文耀进退两难。
3426848,A面B面,2010,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462019475.jpg,宁瀛,,陈晓东,喜剧,2010/4/30, 中国大陆, 汉语普通话,0, The Double Life,tt1664629,5.7,7931,4.9,17.6,43.3,25,9.2,张静初/中国电影/芙蓉姐姐/A面B面/大陆/喜剧/宁瀛/中国,教授“精神心理卫生”的陈聪明（王洛勇 饰）在评定教授职称的课上口出惊人之语，校长再也无法容忍这位行为疯癫的老师，于是后者进入一家惟利是图的精神病院暂时栖身。在这家医院工作的梁海潮（袁文康 饰）难以忘记前妻柳悦（张静初 饰），经陈聪明开导，梁海潮决定把前妻从开补药店的萧春雷（陈晓东 饰）那里夺回来。此时，日日与补药作伴的柳悦在工作时崩溃，也被送入精神病院，在陈聪明帮助下，梁海潮将柳悦救出，而萧春雷将柳悦的药吃下导致情绪失控，被精神病院关押。梁海潮认为夺回前妻的时机已到，而陈聪明则开始想法帮助受害的萧春雷……
3428500,潜伏者,2016,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2337024492.jpg,布拉德·福尔曼,罗伯特·马泽,布莱恩·科兰斯顿,剧情,2016/7/15, 英国, 英语,127, 潜入者 / 慕色拉行动(台),tt1355631,7,8043,9.1,37.3,47.7,5.1,0.9,犯罪/美国/卧底/剧情/传记/2016/洗钱/惊悚,鲍勃·梅瑟是一名海关工作人员，经常从事卧底工作以便抓捕贩毒人员。他虽然有资格以全额福利退休，但为了破获犯罪集团洗钱案不惜以身犯险。他和同事埃米尔·阿夫雷乌更名改姓，乔装成可以提供洗钱服务的富有商人，并通过线人的介绍，结识了一些需要该项服务的商业人士。经过一层层的牵线搭桥，他结识了犯罪集团的合伙人之一罗伯托·爱尔卡诺，并成功取得他的信任。鲍勃·梅瑟施计在自己的“婚礼”上一举抓捕包括罗伯托·爱尔卡诺在内的所有洗钱案涉事人，成功侦破美国史上最严重的一宗洗钱案内幕。
3428529,如果我留下,2014,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2210971106.jpg,R·J·卡特勒,肖娜·克罗斯,科洛·莫瑞兹,剧情,2014/8/22, 美国, 英语,106, 如果我还活着 / 徘徊人世间,tt1355630,6.2,9643,6.1,21.4,51.5,17.7,3.3,爱情/美国/青春/音乐/剧情/文艺/温情/奇幻,影片改编自美国作家盖尔·福尔曼畅销18个国家的同名小说，天赋超群的古典音乐少女米娅，与家人遭遇严重车祸，在昏迷之中忽然灵魂出窍，在生死之间看见未来。这段预告片中，莫瑞兹朗读小说的序言作为旁白，一边亲眼看着自己倒在车祸现场，躺在手术台上，男友和同伴奔向医院，护士在耳边喃喃低语，一边思索要如何做出这艰难的选择：是随父母离世而去，还是苏醒过来继续人生。
3430271,沙漠之花,2009,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p860156043.jpg,雪莉·霍曼,Smita,莉亚·科贝德,剧情,2009/9/24, 英国 , 英语 ,128, Wüstenblume,tt1054580,8.7,61454,46.4,42.9,10.1,0.6,0.1,传记/沙漠之花/人性/索马里/女性/英国/真人真事/剧情,"华莉丝（莉亚•科贝德 Liya Kebede 饰）出生在索马里的沙漠和母亲过着游牧民族的生活。在三岁时，华莉丝按照索马里习俗就被施以女性割礼。十二岁时父亲为了得到五头骆驼，要将华莉丝嫁给六十岁的老叟。就在出嫁前夜，华莉丝在母亲的默许下，在沙漠中徒步很久投奔摩加迪沙的外祖母,也在外祖母那里获得了去给当时索马里驻英国大使夫人的姨妈作女佣的机会。到英国后不久，索马里爆发战争，旧政府被推翻，华莉丝趁乱再次出逃大使馆而流浪英国街头。\n                                    \n                                　　华莉丝在街头邂逅了收留自己的玛丽莲（莎莉•霍金斯 Sally Hawkins 饰），跟着又在打工的餐厅里遇到伯乐，最终被发掘成为世界名模，并投身于妇女解放事业。\n                                    \n                                　　电影《沙漠之花》是根据出生于索马里的黑人模特华莉丝•迪里的自传畅销书改编。"
3431336,罗马的房子,2010,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p640322980.jpg,胡里奥·密谭,胡里奥·密谭,埃伦娜·安纳亚,剧情,2010/4/24, 西班牙, 英语 ,109, 罗马欲乐园(台) / 罗马夜禁色(港) / 罗马的房间 / Room in Rome,tt1263750,7.3,22551,18.2,38.5,35.5,6.5,1.3,西班牙/情色/Les/爱情/西班牙电影/同性/同志/Lesbian,影片上翻拍自一部智利2005年的电影《在床上》，但是导演将原片中的一男一女的结构变成了两个女孩的相遇。\n                                    \n                                　　初夏的第一个夜晚，拥有两个孩子的西班牙母亲阿尔芭(埃琳纳·安娜亚 Elena Anaya 饰)，一周后即将嫁人的俄罗斯女孩娜塔莎(娜塔莎·亚罗温科 Natasha Yarovenko 饰)，在意大利那充满古韵的首都罗马相遇。两个女人的秘密，就这样绽放在一个罗马的房间。爱神的箭从天际射向了她们，欲望也为她们开拓了一个暧昧又趣味的时刻，使两人初相识的隐瞒与防卫心，竟开始逐一融。两个女人的心事，就这样交融在这样一个沁凉的初夏。这是一场持续了12个小时的爱欲盛宴，它穿过了深夜、一直到天亮。清晨的降临，预示着彼此的分离，她们要去面对现实生活与精神自由的考验。罗马这座城市终究会变成她们一个中转站，还是一个新的起点？
3431802,红犬历险记,2011,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1741434502.jpg,科里夫·斯丹德斯,丹尼尔·塔力兹,乔什·卢卡斯,剧情,2011/8/4, 澳大利亚, 英语,92, 红犬背包客(台) / 红犬 / 红狗,tt0803061,8.4,10549,36.7,46,15.7,1.3,0.2,澳大利亚/狗狗/温情/动物/剧情/公路片/2011/感人,影片改编自英国作家路易斯·德·伯尼尔斯《战地情人》的畅销书，讲述了名叫Koko的小狗穿越澳大利亚寻找曾经的主人的真实感人故事。\n                                    \n                                　　影片中的红犬，由一只两岁大的叫做Koko卡尔比犬扮演。这种犬据称是柯利犬的后代，目前在澳大利亚的分布极其广泛。\n                                    \n                                　　在澳大利亚西北部的一个铁矿上， 有一只叫Red的红犬。在美国青年约翰（乔什·卢卡斯 Josh Lucas 饰）一次救了它之后，就把约翰做了自己的主人。约翰爱上了矿上的秘书（瑞切尔·泰勒 Rachael Taylor 饰）。但在订婚之后的第二天的早上，约翰在上班的路上撞死了一只袋鼠，导致摩托车翻车自己当场丧命。从后，Red走遍了澳大利亚，甚至搭乘轮渡东至日本，去寻找自己的主人……
3432861,黑色弥撒,2015,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2261682765.jpg,斯科特·库珀,马克·马洛克,约翰尼·德普,剧情,2015/9/4, 美国, 英语,122, 黑弥撒 / 黑势力(台) / 极黑势力(港),tt1355683,6.4,12167,5.5,24.7,57.1,11.4,1.3,犯罪/美国/黑帮/传记/剧情/2015/暴力/动作,根据纪实文学《黑弥撒：FBI和爱尔兰黑帮不光彩合作的真实故事》改编。\n                                    \n                                　　詹姆斯·巴尔杰是全球十大在逃通缉犯之一，他发迹于波士顿，获奥斯卡最佳影片的《无间道风云》中的黑帮大佬就有他的影子。巴尔杰建立的“冬日山岗帮”（Winter Hill Gang）是波士顿著名的黑帮组织，从贩卖毒品到倒卖军火无恶不作，另外他们和包括爱尔兰共和军在内的北美及欧洲许多主要的犯罪集团都有联系。
3434070,太空旅客,2016,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2410576676.jpg,莫滕·泰杜姆,乔·斯派茨,詹妮弗·劳伦斯,冒险,2016/12/21, 美国, 英语 ,116, 太空潜航者(港) / 星际过客(台) / 旅客 / 乘客,tt1355644,6.9,142869,10.6,35.3,44.7,8.3,1.2,科幻/爱情/美国/太空/星际/人性/宇宙/冒险,吉姆（克里斯·普拉特 Chris Pratt 饰）是阿瓦隆号飞船上的一位工薪阶层旅客，在飞船前往太空殖民地家园2号的120年旅途中，因一次意外，他从冷冻睡眠中醒来。发现自己有可能要在这艘巨船上独自度过89年，吉姆试着重新入睡，但最终只能在安置了5000个同行人员的睡眠舱中孤独生活，处于自杀边缘的吉姆绝望中孤注一掷，于是，他唤醒了一名女乘客奥罗拉（詹妮弗·劳伦斯 Jennifer Lawrence 饰），两人在相处的期间产生了爱情的火花。而当飞船的操作系统瘫痪，这对情侣面临着更大的问题，生命受到威胁的不仅仅是他们自己，也包括同行的旅伴，和航行本身。
3439340,人间失格,2010,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2204835509.jpg,荒户源次郎,太宰治,生田斗真,剧情,2010/2/20, 日本, 日语,134,,tt1361324,6.8,15778,11.9,29.2,45.8,11.2,1.9,生田斗真/日本/日本电影/太宰治/人间失格/电影/日影/2010,出身于贵族家庭的大庭叶藏（生田斗真 饰）容貌清秀，气质不凡，但他似乎对周遭的人与事充满了焦虑和不安，于是经常有意做出拙劣、愚蠢的事来将自己深深地隐藏起来。所有人中，只有原本陌生的同学竹一看透了他的心思，两人更通过画作成为知己。在上京高等学校求学期间，叶藏偶然结识同一画塾的堀木正雄（伊势谷友介 饰）。这是一个放浪形骸、不拘小节的家伙。堀木仿佛来自伊甸园的毒蛇，为叶藏打开了通往地狱的大门。从此，对生命失去希望的叶藏愈加沉迷于酒色以及万劫不复的堕落之中……\n                                    \n                                　　本片根据日本文豪太宰治的同名原著改编，系太宰治诞辰一百周年的纪念作品。
