编号,标题,年份,封面,导演,编剧,主演,类型,上映日期,国家地区,语言,时长,别名,互联网电影数据库,评分,评分人数,五星,四星,三星,两星,一星,标记,简介
26322972,邻居大战2：姐妹会崛起,2016,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2331062847.jpg,尼古拉斯·斯托勒,安德鲁·J·科恩,塞斯·罗根,喜剧,2016/5/20, 美国, 英语,92, 贱邻2(港) / 恶邻缠身2(台) / 恶邻居2 / Bad Neighbors 2,tt4438848,5.3,9353,3.1,9.4,45,34.3,8.2,喜剧/美国/2016/搞笑/青春/三俗/重口味/节操,环球影业今日宣布，将打造2014年暑期档黑马R级喜剧片《邻居大战》的续集，并定档于2016年5月13日在北美上映。影片主演塞斯·罗根、扎克·埃夫隆以及萝丝·拜恩将悉数回归。\n                                    \n                                　　据《好莱坞报道者》透露，《邻居大战》续集将上演“性别大置换”。在首部曲中，罗根与拜恩饰演一对拥有新生女儿的年轻夫妻，与隔壁新搬来的吵闹的大学兄弟会年轻人展开激烈大战，但在续集中他们将面对的新邻居是一群有过之而无不及的大学姐妹会的女学生。在几轮交锋之后，小夫妻感到力不从心，于是他们请来了外援，这就是在第一部中与他们从敌到友——由恶魔兄弟会会长“从良”为A&F花样男模的扎克·埃夫隆。
26323026,临时演员,2017,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2454788953.jpg,钱江汉,刘燚霏,郑恺,喜剧,2017/5/27, 中国大陆, 汉语普通话,93, La Historia Du Un Amor,tt6998762,3.7,5379,0.8,2.5,18,36.3,42.4,爱情/喜剧/烂片/2017/中国/大陆/内地/垃圾,梁丹妮（热依扎 饰）是演艺圈里冉冉升起的一颗新星，有着持续升温的人气和无量的前途。然而，一场意外的发生让狗仔记者们拍到了她和一个名为李非凡（郑恺 饰）的男子在旅店的亲密照，虽然这一切只是一场误会，但一切澄清和洗白都为时已晚。\n                                    \n                                　　实际上，梁丹妮已经有了一位交往已久的男友—— 地产富商石非凡（郭晓冬 饰），为了挽回女友的声誉，石非凡扎到了李非凡，给了后者巨额报酬，要求他成为梁丹妮的“临时男友”，经受不住巨大利益的诱惑，李非凡沦陷了。一边是养尊处优的女明星，一边是低眉顺眼的代驾小哥，这一对性格和身份迥异的男女凑到一起，闹出了无数的矛盾和笑料。
26323031,五十度黑,2017,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2412519473.jpg,詹姆斯·弗雷,尼尔·伦纳德,达科塔·约翰逊,剧情,2017/2/10, 美国, 英语,118, 格雷的五十道色戒2(港) / 格雷的五十道阴影：束缚(台) / 五十度灰2 / 50 Shades Darker,tt4465564,5.1,38214,4.9,9.7,37,34.3,14.2,情色/美国/爱情/2017/剧情/小说改编/人性/女性,年度争议大作《五十度灰》即将在2月13日北美上映，近日，导演萨姆·泰勒-约翰逊，主演詹米·多南和达科塔·约翰逊在纽约一场影片粉丝放映会上，向到场的观众宣布了《五十度灰2》和《五十度灰3》已经确定拍摄的消息。\n                                    \n                                　　据MTV透露，《五十度灰2》和《五十度灰3》将根据E.L.詹姆斯所著的《五十度黑》（《Fifty Shades Darker》）和《五十度飞》（《Fifty Shades Freed》）改编，达科塔·约翰逊饰演女主角安娜斯塔西娅·斯蒂尔也将再次登上大银幕。
26323032,五十度飞,2018,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2504300654.jpg,詹姆斯·弗雷,E·L·詹姆斯,达科塔·约翰逊,剧情,2018/2/9, 美国, 英语,105, 五十度灰3 / 格雷的五十道色戒3(港) / 格雷的五十道阴影：自由(台) / 五十度自由,tt4477536,5.5,21531,6.9,12,41.6,29,10.5,情色/爱情/美国/2018/剧情/限制级/小说改编/人性,年度争议大作《五十度灰》即将在2月13日北美上映，近日，导演萨姆·泰勒-约翰逊，主演詹米·多南和达科塔·约翰逊在纽约一场影片粉丝放映会上，向到场的观众宣布了《五十度灰2》和《五十度灰3》已经确定拍摄的消息。\n                                    \n                                　　据MTV透露，《五十度灰2》和《五十度灰3》将根据E.L.詹姆斯所著的《 五十度黑》（《Fifty Shades Darker》）和《五十度飞》（《Fifty Shades Freed》）改编，达科塔·约翰逊饰演女主角安娜斯塔西娅·斯蒂尔也将再次登上大银幕。
26323540,手机,2015,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2317615860.jpg,金奉柱,金奉柱,孙贤周,动作,2015/10/22, 韩国, 韩语,115, 电话 / 더폰 / The Phone,tt5034276,6.7,3481,8.9,30.7,50,8.5,1.9,韩国/悬疑/犯罪/惊悚/2015/剧情/科幻/惊险,2014年5月16日，在瑞草洞住宅区发生了杀人事件，高东浩（孙贤周饰）的妻子赵妍秀（严智苑饰）被发现惨死家中，而凶手一直未能落网。东浩在妻子被杀害之后生活失意，整日颓废不振难以自拔，他唯一的女儿高景林也因父亲的消沉而备受折磨。一年后的某天，因为磁场异常，东浩发现自己竟然能和一年前的妻子通电话，并且从通话中得到了拯救妻子生命的线索，而给他的时间只有一天。东浩决心一定要抓住这个改变命运的机会，为了救出妻子展开孤军奋战。
26323782,2015年中央电视台春节联欢晚会,2015,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2263270253.jpg,哈文,于蕾,朱军,真人秀,2015/2/18, 中国大陆, 汉语普通话,280, 2015年春晚,tt4386116,4.3,7417,6.9,6.8,22.1,24.7,39.5,综艺/春晚/2015/中国大陆/综艺节目/文艺/歌舞/真人秀,终极节目单：\n                                        \n                                    　　1.开场《四世同堂合家欢》（表演者：陶玉玲、雷恪生、张凯丽、韩童生、佟大为、关悦、张峻豪、李光羲、杨洪基、刘秉义、于淑珍、耿莲凤、朱明瑛、关牧村、邓玉华）\n                                        \n                                    　　2.歌曲《中华好儿孙》（表演者：张丰毅、段奕宏、朱亚文）\n                                        \n                                    　　3.小品《喜乐街》（表演者：贾玲、沙溢、李菁、瞿颖）\n                                        \n                                    　　4.联唱《明星反串闹新春》\n                                        \n                                    　　（1）《万事如意》（表演者：陶喆）\n                                        \n                                    　　（2）《小镇姑娘》（表演者：张也）\n                                        \n                                    　　（3）京剧《三家店》选段（表演者：陈羽凡、胡海泉）\n                                        \n                                    　　（4）《奔跑》（表演者：于魁智）\n                                        \n                                    　　（5）《最炫小苹果》（表演者：筷子兄弟、凤凰传奇、北京群众艺术馆）\n                                        \n                                    　　5.相声《我忍不了》（表演者：岳云鹏、孙越）\n                                        \n                                    　　6．创意儿童节目《自古英雄出少年》（表演者：王浩、王芊千、孟子钦、田正、张家兴、山东省莱州中华武校）\n                                        \n                                    　　7.歌曲《回家的路》（表演者：刘德华）\n                                        \n                                    　　8.小品《车站奇遇》（表演者：蔡明、...
26325320,血战钢锯岭,2016,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,梅尔·吉布森,安德鲁·奈特,安德鲁·加菲尔德,剧情,2016/9/4, 美国 , 英语,139, 钢锯岭 / 钢铁英雄(台) / The Conscientious Objector,tt2119532,8.7,426448,46.1,41.9,10.9,0.9,0.2,战争/信仰/真实事件改编/美国/二战/人性/历史/军事,1945年，第二次世界大战接近尾声，作为邪恶轴心重要成员的日本，其嚣张态势已成强弩之末。是年，决定战局走向的冲绳岛战役拉开序幕，成千上万斗志昂扬的美国大兵被派往冲绳，等待他们的则是敌军重兵防守、凶险异常的钢锯岭。在这群人中间，却有一个不愿拿起武器的军医。他名叫戴斯蒙德·道斯（安德鲁·加菲尔德 Andrew Garfield 饰），来自美国的弗吉尼亚。太平洋爆发之际，瘦弱的戴斯蒙德志愿成为救死扶伤的军医而应征入伍。可因童年和家庭的原因，他始终不愿拿起枪支操练，为此宁愿背上拒服兵役的罪名被送上军事法庭。几经周折，戴斯蒙德最终和战友来到了钢锯岭。枪林弹雨，转瞬之间无数人应声倒地。在信仰和信念的支持下，戴斯蒙德仅凭一己之力拯救了数十条濒死的生命……\n                                    \n                                　　本片根据真人真事改编。
26326395,真实魔鬼游戏,2015,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2240211848.jpg,园子温,园子温,特林德尔·玲奈,喜剧,2015/7/11, 日本, 日语,85, 尸奔女子高校(港) / 真实捉鬼游戏 / 夺命捉迷藏 / Riaru onigokko / The Chasing World / Tag,tt4439120,5.6,22562,6,17.1,39.1,27.8,10,日本/血腥/惊悚/恐怖/2015/悬疑/cult/动作,校外旅行途中，乖乖女光子（特林德尔·玲奈 饰）所乘坐的巴士突然被一阵狂风拦腰切成两段，光子刚好俯身捡东西所以幸免于难，但是秋等伙伴全部被齐刷刷地切去了上半身。惊慌失措的女孩夺路狂奔，一路上目睹了无数人被神秘之风杀死的惨状。突然，她仿佛置身于灾难前的时光，惊魂未定的光子和秋等伙伴们一同上学，谁知针对高中女生的大屠杀接踵而至。逃亡途中，光子仿佛穿越了不同的时空，她一会儿是待嫁的新娘启子（篠田麻里子 饰）、一会儿又是参加马拉松大赛的泉（真野惠里菜 饰）。唯一不变的是，针对少女们的追杀从未停止……\n                                    \n                                　　本片以山田悠介的同名小说为原案改编。
26328118,咒怨：完结篇,2015,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2240143718.jpg,落合正幸,一濑隆重,平爱梨,悬疑,2015/6/20, 日本, 日语,90, 咒怨：最终章,tt4458368,4.8,2813,4.2,7,32.2,38.2,18.4,恐怖/日本/咒怨/惊悚/2015/灵异/悬疑/烂片,原本对生活怀有极大热情的结衣（佐佐木希 饰），在遭遇了佐伯俊雄一家后命运彻底发生转变，她的身影消失在那栋阴森可怖的房子里，而关于复仇的故事却仍未结束。结衣的姐姐麻衣（平爱梨 饰）做了一个关于妹妹的不祥之梦，事后她想方设法联系结衣，然而始终没有回音。俊雄在遭遇了父亲刚雄（绯田康人 饰）屠杀母亲伽椰子的血腥惨剧后，她被亲戚接走，和姐姐玲央（小野乃乃香 饰）一家住在一起。从这天开始，玲央家怪事不断，住在对面医院的小女孩更目睹到俊雄可怕的一面。\n                                    \n                                　　伽椰子的怨念愈演愈烈，无差别的复仇波及到了每一个和佐伯家扯上关系的陌生人……
26328479,我们都是超能力者！电影版,2015,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2253404196.jpg,园子温,园子温,染谷将太,剧情,2015/9/4, 日本, 日语 ,114, 超能劲处男(港) / The Virgin Psychics,tt4473370,5.1,12434,4.5,9.3,37.9,33.9,14.4,日本/情色/喜剧/搞笑/青春/科幻/园子温/2015,园子温2015年第五部电影作品。 1313年由园子温主要执导的无节操深夜剧《我们都是超能力者！》除了要在今年春季推出电视特别篇《超能力者上东京》，还将拍摄剧场版《我们都是超能力者！》。主演仍将由染谷将太担任，预计于今年九月上映。 园子温评论：“当时拍电视剧时，电视台很慷慨地给了我从服装、班底到演员的全部决定权，很想拍摄所有集，但因为日程不得不将很多集拜托给了其他导演。因此这次可以全部自己来，十分开心。”
26328481,昭和64年,2016,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2290952646.jpg,濑濑敬久,久松真一,佐藤浩市,剧情,2016/5/7, 日本, 日语,121, 64：史上最凶恶绑架撕票事件(台) / 64: Part I,tt4471630,7.1,4729,12.3,40.3,40.8,5.7,0.9,日本/犯罪/悬疑/2016/推理/人性/剧情/社会,1989年，正值日本的昭和64年，不过这一年份并未持续太久，随着天皇的去世，短暂的昭和64年匆匆落下帷幕。而就在这有限的七天内，某地发生一起幼女绑架案。绑匪索取两千万日元巨额赎金，并与受害者家属和办案人员展开巧妙周旋。虽然受害者的父亲（永濑正敏 饰）按照约定缴纳赎金，但 绑匪还是残忍地将女孩杀害。由于日本上下正处在新旧时代交替的关键时刻，代号为“64”的案件并未引起太多人的关注，即使十多年后，这桩悬而未决的案件依然是许多办案人员难以忘怀的心结。当年作为办案人员的三上义信（佐藤浩市 饰）而今正在群马县警署担任宣传官，终日周旋于上级和媒体中间。“64”的最后时效越来越近，人们仿佛又重新记起了这桩谜一般的案件……\n                                    \n                                　　本片根据横山秀夫的同名推理小说改编。
26328483,昭和64年,2016,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2290868087.jpg,濑濑敬久,横山秀夫,佐藤浩市,剧情,2016/6/11, 日本, 日语,119, 64：史上最凶恶绑架撕票事件(台),tt4471634,7.3,4139,13.9,43.3,36.1,5.8,0.9,日本/犯罪/悬疑/2016/推理/剧情/人性/社会,由于当年办案人员的失误，导致绑匪关键性的电话没有被录下来。相关人员承担责任，警方高层则将其视为禁区只字不提。三上义信（佐藤浩市 饰）与媒体苦苦周旋的同时，竭尽全力试图打破警方的窠臼，同时针对当年的案件展开深入调查。而就在此时，某体育用品商店老板（绪形直人 饰）的女儿遭到绑架，相关手法居然与“64案件”完全一致！难不成是凶手再翻案？三上和同侪全力奔走，警方也投入大量人力展开追查，结果竟然发现令人难以置信的秘密。昭和天皇退出历史舞台，吸引了无数人的眼光。然而即使被时间的尘埃所掩埋，有些事、有些人终究会被人久久铭记……\n                                    \n                                　　本片根据横山秀夫的同名推理小说改编。
